sample	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	parsed_date	errors	meta_source	n	has_meta	fq	run	fname	read
AY_06			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_06_S6_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_06_S6_L002	read1_uri
AY_06			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_06_S6_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_06_S6_L001	read2_uri
AY_06			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_06_S6_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_06_S6_L002	read2_uri
AY_06			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_06_S6_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_06_S6_L001	read1_uri
AY_07			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_07_S7_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_07_S7_L001	read1_uri
AY_07			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_07_S7_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_07_S7_L002	read1_uri
AY_07			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_07_S7_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_07_S7_L002	read2_uri
AY_07			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_07_S7_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_07_S7_L001	read2_uri
AY_08			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_08_S8_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_08_S8_L001	read1_uri
AY_08			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_08_S8_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_08_S8_L002	read1_uri
AY_08			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_08_S8_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_08_S8_L002	read2_uri
AY_08			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_08_S8_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_08_S8_L001	read2_uri
AY_09			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_09_S9_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_09_S9_L001	read1_uri
AY_09			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_09_S9_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_09_S9_L002	read2_uri
AY_09			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_09_S9_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_09_S9_L002	read1_uri
AY_09			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_09_S9_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_09_S9_L001	read2_uri
AY_10			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_10_S11_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_10_S11_L001	read2_uri
AY_10			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_10_S11_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_10_S11_L002	read1_uri
AY_10			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_10_S11_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_10_S11_L002	read2_uri
AY_10			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_10_S11_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_10_S11_L001	read1_uri
AY_11			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_11_S12_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_11_S12_L002	read1_uri
AY_11			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_11_S12_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_11_S12_L001	read1_uri
AY_11			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_11_S12_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_11_S12_L002	read2_uri
AY_11			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_11_S12_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_11_S12_L001	read2_uri
AY_12			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_12_S13_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_12_S13_L002	read2_uri
AY_12			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_12_S13_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_12_S13_L001	read2_uri
AY_12			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_12_S13_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_12_S13_L001	read1_uri
AY_12			-36.1	146.883333	0		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_12_S13_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_12_S13_L002	read1_uri
AY_12B			-36.1	146.883333	5		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_12B_S14_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_12B_S14_L001	read1_uri
AY_12B			-36.1	146.883333	5		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_12B_S14_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_12B_S14_L002	read1_uri
AY_12B			-36.1	146.883333	5		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_12B_S14_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_12B_S14_L001	read2_uri
AY_12B			-36.1	146.883333	5		Albury						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/AY_12B_S14_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	AY_12B_S14_L002	read2_uri
BE_01			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_01_S15_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_01_S15_L001	read2_uri
BE_01			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_01_S15_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_01_S15_L002	read1_uri
BE_01			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_01_S15_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_01_S15_L002	read2_uri
BE_01			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_01_S15_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_01_S15_L001	read1_uri
BE_02			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_02_S16_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_02_S16_L001	read2_uri
BE_02			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_02_S16_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_02_S16_L001	read1_uri
BE_02			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_02_S16_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_02_S16_L002	read2_uri
BE_02			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_02_S16_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_02_S16_L002	read1_uri
BE_03			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_03_S17_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_03_S17_L002	read2_uri
BE_03			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_03_S17_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_03_S17_L002	read1_uri
BE_03			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_03_S17_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_03_S17_L001	read1_uri
BE_03			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_03_S17_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_03_S17_L001	read2_uri
BE_04			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_04_S18_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_04_S18_L001	read1_uri
BE_04			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_04_S18_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_04_S18_L002	read1_uri
BE_04			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_04_S18_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_04_S18_L001	read2_uri
BE_04			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_04_S18_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_04_S18_L002	read2_uri
BE_05			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_05_S19_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_05_S19_L002	read2_uri
BE_05			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_05_S19_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_05_S19_L002	read1_uri
BE_05			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_05_S19_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_05_S19_L001	read2_uri
BE_05			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_05_S19_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_05_S19_L001	read1_uri
BE_06			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_06_S20_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_06_S20_L001	read2_uri
BE_06			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_06_S20_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_06_S20_L001	read1_uri
BE_06			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_06_S20_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_06_S20_L002	read1_uri
BE_06			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_06_S20_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_06_S20_L002	read2_uri
BE_07			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_07_S21_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_07_S21_L001	read1_uri
BE_07			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_07_S21_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_07_S21_L001	read2_uri
BE_07			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_07_S21_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_07_S21_L002	read2_uri
BE_07			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_07_S21_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_07_S21_L002	read1_uri
BE_08			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_08_S22_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_08_S22_L001	read1_uri
BE_08			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_08_S22_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_08_S22_L002	read2_uri
BE_08			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_08_S22_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_08_S22_L001	read2_uri
BE_08			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_08_S22_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_08_S22_L002	read1_uri
BE_09			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_09_S23_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_09_S23_L002	read1_uri
BE_09			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_09_S23_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_09_S23_L001	read2_uri
BE_09			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_09_S23_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_09_S23_L001	read1_uri
BE_09			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_09_S23_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_09_S23_L002	read2_uri
BE_10			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_10_S24_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_10_S24_L002	read1_uri
BE_10			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_10_S24_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_10_S24_L001	read2_uri
BE_10			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_10_S24_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_10_S24_L001	read1_uri
BE_10			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_10_S24_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_10_S24_L002	read2_uri
BE_11			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_11_S25_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_11_S25_L001	read1_uri
BE_11			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_11_S25_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_11_S25_L002	read2_uri
BE_11			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_11_S25_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_11_S25_L002	read1_uri
BE_11			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_11_S25_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_11_S25_L001	read2_uri
BE_11B			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_11B_S26_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_11B_S26_L002	read2_uri
BE_11B			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_11B_S26_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_11B_S26_L002	read1_uri
BE_11B			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_11B_S26_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_11B_S26_L001	read1_uri
BE_11B			-38.0699549	145.1809815	5		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_11B_S26_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_11B_S26_L001	read2_uri
BE_12			-38.0699549	145.1809815	100		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_12_S27_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_12_S27_L002	read2_uri
BE_12			-38.0699549	145.1809815	100		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_12_S27_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_12_S27_L002	read1_uri
BE_12			-38.0699549	145.1809815	100		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_12_S27_L001_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_12_S27_L001	read2_uri
BE_12			-38.0699549	145.1809815	100		Bangholme						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BE_12_S27_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BE_12_S27_L001	read1_uri
BH_01			-35.833333	145.116667	100		Barmah						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BH_01_S28_L002_R2_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BH_01_S28_L002	read2_uri
BH_01			-35.833333	145.116667	100		Barmah						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BH_01_S28_L001_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BH_01_S28_L001	read1_uri
BH_01			-35.833333	145.116667	100		Barmah						no_species	RRG	1	TRUE	rawdata/reads/2024_brf-euc-novaseq-x-flowcells/BH_01_S28_L002_R1_001.fastq.gz	2024_brf-euc-novaseq-x-flowcells	BH_01_S28_L002	read1_uri
